"(0, 0, 0)","(0, 0, 128)","(0, 0, 255)","(0, 128, 0)","(0, 128, 128)","(0, 128, 255)","(0, 255, 0)","(0, 255, 128)","(0, 255, 255)","(128, 0, 0)","(128, 0, 128)","(128, 0, 255)","(128, 128, 0)","(128, 128, 128)","(128, 128, 255)","(128, 255, 0)","(128, 255, 128)","(128, 255, 255)","(255, 0, 0)","(255, 0, 128)","(255, 0, 255)","(255, 128, 0)","(255, 128, 128)","(255, 128, 255)","(255, 255, 0)","(255, 255, 128)","(255, 255, 255)",end_frame,end_time,img_path,length,middle_frame,start_frame,start_time
12281.529621056232,8187.6864926268845,8187.6864926268845,8187.68635330932,4093.8432248799727,4093.8432248799727,8187.68635330932,4093.8432248799727,4093.8432248799727,8187.686396176264,4093.8432677469136,4093.8432677469136,4093.843128429353,0.0,0.0,4093.843128429353,0.0,0.0,8187.686396176264,4093.8432677469136,4093.8432677469136,4093.843128429353,0.0,0.0,4093.843128429353,0.0,0.0,259.0,8.641966666666667,temp_imgs\To Infinity\0000.png,00:00:08.642,129.0,0.0,0.0
11791.325978973673,8381.006874785624,8248.652231224227,7747.938657407452,4337.619553219281,4205.264909657899,7728.601203489412,4318.282099301245,4185.92745573986,7698.361172732389,4288.042068544227,4155.687424982838,3654.973851165952,244.65474697788062,112.30010341649516,3635.6363972479144,225.31729305984223,92.96264949845674,7698.361172732389,4288.042068544227,4155.687424982838,3654.973851165952,244.65474697788062,112.30010341649516,3635.6363972479144,225.31729305984223,92.96264949845674,1666.0,55.58886666666667,temp_imgs\To Infinity\0001.png,00:00:46.947,962.0,259.0,8.641966666666667
10658.646931798656,8059.532584233527,7466.9197932741845,7255.142481674358,4656.02813410917,4063.4153431498166,7004.608774862792,4405.494427297615,3812.881636338263,6995.483013974614,4396.368666409437,3803.7558754500824,3591.9785638502954,992.864216285151,400.25142532578906,3341.4448570387412,742.3305094735949,149.71771851423173,6863.7960498113725,4264.681702246204,3672.0689112868504,3460.2915996870615,861.1772521219141,268.5644611625516,3209.7578928755097,610.6435453103583,18.030754350994517,1777.0,59.292566666666666,temp_imgs\To Infinity\0002.png,00:00:03.704,1721.0,1666.0,55.58886666666667
11314.361732681718,8057.591025270058,7736.654744298698,7291.806865676445,4035.0361582647356,3714.0998772933694,7269.734302662041,4012.963595250332,3692.027314278965,7779.818471900715,4523.047764489011,4202.1114835176395,3757.2636048953905,500.4928974837108,179.55661651234547,3735.191041880987,478.4203344693075,157.4840534979422,7622.334418402776,4365.563710991067,4044.627430019699,3599.779551397447,343.00884398576824,22.072563014403286,3577.706988383045,320.93628097136497,0.0,1834.0,61.19446666666667,temp_imgs\To Infinity\0003.png,00:00:01.902,1805.0,1777.0,59.292566666666666
10142.13625793033,7618.975295246034,7216.492503643649,6607.778305576961,4084.617342892672,3682.1345512903013,6415.362089013176,3892.2011263288846,3489.7183347265177,7357.083478009253,4833.922515324921,4431.439723722562,3822.725525655862,1299.5645629715368,897.0817713691703,3630.3093090920693,1107.14834640775,704.6655548053841,6842.132247192202,4318.971284507868,3916.4884929055133,3307.7742948388113,784.6133321544941,382.13054055212604,3115.3580782750178,592.1971155907067,189.71432398834008,1881.0,62.7627,temp_imgs\To Infinity\0004.png,00:00:01.568,1857.0,1834.0,61.19446666666667
10993.112954389537,7527.015257951879,7387.9477693116205,7148.8045053155565,3682.7068088777028,3543.6393202374443,7051.291430898538,3585.193734460698,3446.12624582044,7985.25364636918,4519.155949931395,4380.088461291132,4140.9451972950865,674.8475008573405,535.7800122170794,4043.432122878077,577.3344264403302,438.2669378000691,7582.147719478745,4116.050023040958,3976.9825344006954,3737.839270404629,271.7415739669065,132.6740853266461,3640.3261959876227,174.22849954989732,35.161010909636474,1970.0,65.73233333333333,temp_imgs\To Infinity\0005.png,00:00:02.970,1925.0,1881.0,62.7627
10428.060126243112,8338.023959940843,7732.198538237318,6660.591169945995,4570.555003643685,3964.72958194014,6599.712590556422,4509.676424254112,3903.8510025505702,6967.966325338628,4877.930159036347,4272.104737332804,3200.4973690414827,1110.4612027391986,504.6357810356656,3139.6187896519064,1049.582623349624,443.7572016460906,6739.10207690326,4649.065910600982,4043.240488897448,2971.6331206061263,881.5969543038416,275.7715326003086,2910.754541216554,820.7183749142657,214.89295321073374,2046.0,68.26820000000001,temp_imgs\To Infinity\0006.png,00:00:02.536,2008.0,1970.0,65.73233333333333
10491.895672582312,7633.81477194787,7338.241214956262,6732.920420203216,3874.839519568763,3579.265962577161,6632.7219221536525,3774.6410215192086,3479.067464527607,7562.938670803373,4704.857770168865,4409.284213177279,3803.9634184241936,945.8825177897825,650.3089607981834,3703.7649203746364,845.6840197402289,550.1104627486291,7145.652633101893,4287.571732467386,3991.9981754758037,3386.677380722716,528.5964800883063,233.02292309670784,3286.4788826731574,428.3979820387517,132.82442504715368,2081.0,69.43603333333334,temp_imgs\To Infinity\0007.png,00:00:01.168,2063.0,2046.0,68.26820000000001
11246.69367551876,7729.7898046339515,7484.315109525083,7255.973650227226,3739.0697793424024,3493.595084233511,7230.418721600673,3713.514850715857,3468.0401556069673,8162.4182339891995,4645.5143631044075,4400.039667995528,4171.698208697659,654.7943378129293,409.31964270404626,4146.143280071114,629.239409186386,383.7647140775031,7783.529604981134,4266.625734096357,4021.1510389874784,3792.80957968961,275.9057088048695,30.431013695987662,3767.254651063066,250.3507801783265,4.876085069444445,2150.0,71.73833333333333,temp_imgs\To Infinity\0008.png,00:00:02.302,2115.0,2081.0,69.43603333333334
10624.62096246997,7777.021307548858,7391.380551268837,6727.504447445145,3879.904792524004,3494.264036243997,6689.093637474293,3841.493982553156,3455.8532262731496,7648.909767768366,4801.310112847204,4415.669356567198,3751.793252743453,904.1935978223614,518.5528415423523,3713.382442772604,865.7827878515109,480.14203157150155,7247.343385631012,4399.743730709845,4014.1029744298507,3350.2268706061072,502.6272156850139,116.98645940500683,3311.816060635257,464.21640571416316,78.57564943415636,2260.0,75.40866666666666,temp_imgs\To Infinity\0009.png,00:00:03.670,2205.0,2150.0,71.73833333333333
11581.605278527903,7919.284266760965,7742.370464141799,7535.31939621917,3872.9983844521275,3696.0845818329567,7525.984109760838,3863.6630979937954,3686.749295374623,8126.278026941854,4463.957015174815,4287.043212555645,4079.992144633023,417.67113286608395,240.75733024691357,4070.6568581746897,408.3358464077507,231.42204378858023,7894.855983153268,4232.534971386243,4055.621168767073,3848.5701008444594,186.24908907750336,9.335286458333334,3839.234814386125,176.91380261917004,0.0,2579.0,86.05263333333333,temp_imgs\To Infinity\0010.png,00:00:10.644,2419.0,2260.0,75.40866666666666
11206.016624335516,7955.809274262672,7609.479295267484,7240.085305212639,3989.8779551397033,3643.5479761445026,7206.7641702032115,3956.5568201302694,3610.22684113507,7866.958188657385,4616.750838584498,4270.4208595893,3901.0268695344384,650.8195194615922,304.48954046639267,3867.7057345250073,617.4983844521615,271.1684054569615,7613.729217571127,4363.521867498258,4017.191888503061,3647.7978984481924,397.59054837534256,51.260569380144034,3614.476763438761,364.2694133659118,17.93943437071331,2651.0,88.45503333333333,temp_imgs\To Infinity\0011.png,00:00:02.402,2615.0,2579.0,86.05263333333333
10650.53957422414,7973.326391568074,7495.898732210213,6852.4559568973145,4175.242774241246,3697.81511488339,6771.395351080264,4094.1821684242004,3616.7545090663452,7349.784049747126,4672.57086709101,4195.143207733176,3551.700432420255,874.4872497642328,397.0595904063784,3470.6398266032106,793.4266439471893,315.99898458933467,7090.317373435402,4413.104190779279,3935.676531421444,3292.2337561085287,615.0205734525036,137.59291409465027,3211.1731502914836,533.9599676354595,56.5323082776063,2769.0,92.3923,temp_imgs\To Infinity\0012.png,00:00:03.937,2710.0,2651.0,88.45503333333333
11222.269174918496,8259.711462620013,7868.809070644704,7372.7203414351925,4410.162629136612,4019.2602371613066,7307.007590127745,4344.449877829173,3953.5474858538682,7414.924160343745,4452.366448045195,4061.464056069902,3565.375326860395,602.8176145619008,211.91522258659128,3499.662575552954,537.1048632544589,146.20247127914948,7328.297424232635,4365.739711934087,3974.8373199587922,3478.7485907492864,516.1908784507896,125.28848647548007,3413.035839441845,450.4781271433477,59.575735168038385,2862.0,95.4954,temp_imgs\To Infinity\0013.png,00:00:03.103,2815.0,2769.0,92.3923
10737.961299189825,8171.644777734937,7627.248569315867,6956.661683384778,4390.34516192983,3845.948953510762,6840.238586676956,4273.922065222014,3729.525856802945,7313.097273126709,4746.7807516717885,4202.384543252706,3531.7976573216574,965.4811358667696,421.08492744770246,3415.374560613843,849.0580391589519,304.6618307398835,7056.157806605802,4489.841285150853,3945.4450767317894,3274.858190800737,708.5416693458523,164.14546092678313,3158.4350940929216,592.1185726380326,47.72236421896433,2952.0,98.4984,temp_imgs\To Infinity\0014.png,00:00:03.003,2907.0,2862.0,95.4954
11580.019590191978,7785.772424768448,7687.867637602807,7589.958306541593,3795.711141117906,3697.8063539522714,7546.910831404417,3752.663665980739,3654.7588788151006,8118.049179098105,4323.802013674518,4225.897226508881,4127.987895447487,333.7407300240054,235.83594285836782,4084.940420310315,290.6932548868311,192.78846772119354,7975.879584083547,4181.632418659935,4083.727631494298,3985.8183004329157,191.57113500943075,93.66634784379289,3942.770825295744,148.52365987225647,50.61887270661864,3017.0,100.66723333333333,temp_imgs\To Infinity\0015.png,00:00:02.169,2984.0,2952.0,98.4984
11208.868409207818,7873.014041602333,7591.95167824071,7183.575025184364,3847.720657578878,3566.658294217251,7171.858997235114,3836.0046296296327,3554.9422662680054,7977.573307827582,4641.71894022199,4360.656576860372,3952.279923803983,616.4255561985591,335.36319283693433,3940.5638958547374,604.7095282493137,323.6471648876889,7665.396776406113,4329.542408800518,4048.4800454389037,3640.103392382512,304.24902477709173,23.186661415466403,3628.3873644332666,292.5329968278463,11.47063346622085,3171.0,105.8057,temp_imgs\To Infinity\0016.png,00:00:05.138,3094.0,3017.0,100.66723333333333
10617.36234621485,8372.528399348419,7625.751752186215,6761.842764060365,4517.008817193913,3770.2321700316907,6692.059627914961,4447.225681048509,3700.4490338862856,7169.444473915465,4924.610527049021,4177.833879886799,3313.924891760973,1069.09094489455,322.31429773233873,3244.141755615566,999.3078087491452,252.53116158693427,6936.926526063094,4692.092579196644,3945.3159320344266,3081.406943908607,836.5729970421817,89.79634987997264,3011.623807763202,766.7898608967772,20.0132137345679,3487.0,116.34956666666668,temp_imgs\To Infinity\0017.png,00:00:10.544,3329.0,3171.0,105.8057
11136.538620434627,7814.3399589548835,7517.742428626526,7161.794519997452,3839.5958585176572,3542.998328189292,7135.766069744536,3813.567408264742,3516.9698779363757,7870.159631130035,4547.960969650154,4251.3634393218,3895.4155306926996,573.2168692129632,276.61933888460214,3869.387080439785,547.1884189600481,250.59088863168697,7625.753303433706,4303.55464195383,4006.9571116254738,3651.009202996372,328.81054151663255,32.21301118827162,3624.9807527434555,302.7820912637175,6.184560935356654,3529.0,117.75096666666667,temp_imgs\To Infinity\0018.png,00:00:01.401,3508.0,3487.0,116.34956666666668
