"(0, 0, 0)","(0, 0, 128)","(0, 0, 255)","(0, 128, 0)","(0, 128, 128)","(0, 128, 255)","(0, 255, 0)","(0, 255, 128)","(0, 255, 255)","(128, 0, 0)","(128, 0, 128)","(128, 0, 255)","(128, 128, 0)","(128, 128, 128)","(128, 128, 255)","(128, 255, 0)","(128, 255, 128)","(128, 255, 255)","(255, 0, 0)","(255, 0, 128)","(255, 0, 255)","(255, 128, 0)","(255, 128, 128)","(255, 128, 255)","(255, 255, 0)","(255, 255, 128)","(255, 255, 255)",end_frame,end_time,img_path,length,middle_frame,start_frame,start_time
4676.013645083158,3043.503204303828,3398.254983281881,4828.008953832309,3195.498513052992,3550.2502920310426,4208.714219500173,2576.2037787208537,2930.9555576989146,4643.432390796464,3010.9219500171544,3365.673728995214,4795.427699545638,3162.9172587662893,3517.6690377443483,4176.132965213496,2543.622524434159,2898.374303412215,3934.013730817051,2301.5032900377214,2656.2550690157814,4086.009039566197,2453.4985987868677,2808.2503777649185,3466.714305234091,1834.2038644547301,2188.9556434327824,8721.0,290.9907,temp_imgs\DJI_0226_Proxy\0000.png,00:04:50.991,4360.0,0.0,0.0
